Source,Device,Country,PreviousDonor,Wikipedia_use,Regular_user,Rely_on_Wikipedia,Since_message,Support_free_knowledge,Ad_free,Stay_Online,Support_charity,Support_volunteers,Like_privacy,Is_wp_nonprofit,Seen_messages,Morebanners_lessmoney,Too_many_banners,Enjoy_banners,Infrequent,Less_naggy,Don’t_mind_banners,Annoyed,Fundraising_necessary,Donate_other_charities,Trust_in_article,Mobile_purchases,Age,Gender,Legacy
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,No,Presentation,Yes,18-29,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Somewhat,Yes,2-3 times,Disagree,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,Yes,References,Yes,30-39,Female,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,4-9 times,Disagree,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,No,References,No,18-29,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Yes,10-15 times,Disagree,Disagree,Don't know,Disagree,Don't know,Don't know,Don't know,Agree,No,Presentation,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Don't know,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,No,References,Yes,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Somewhat,Not at all,Somewhat,Absolutely,Somewhat,Absolutely,Somewhat,Somewhat,Somewhat,Yes,2-3 times,Don't know,Don't know,Don't know,Agree,Don't know,Agree,Disagree,Agree,No,Presentation,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Somewhat,Somewhat,Not at all,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,2-3 times,Don't know,Don't know,Don't know,Disagree,Don't know,Disagree,Don't know,Don't know,No,Community,No,30-39,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Somewhat,Somewhat,Somewhat,Absolutely,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Don't know,Disagree,Agree,Agree,Agree,Don't know,Disagree,No,References,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Weekly,Somewhat,Not at all,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Community,No,60-69,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Weekly,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,I had never thought about it before,2-3 times,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Weekly,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Absolutely,Yes,2-3 times,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,4-9 times,Don't know,Disagree,Don't know,Disagree,Agree,Agree,Disagree,Agree,Yes,References,No,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,10-15 times,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Agree,No,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Not at all,Somewhat,Yes,Not sure,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Don't know,Agree,Yes,Presentation,Yes,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Daily,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,4-9 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,30-39,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Several times a week,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,More than 15 times,Disagree,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,No,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Weekly,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,I had never thought about it before,10-15 times,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,References,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,No,Weekly,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,Under 18,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Somewhat,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Less than once a month,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,References,Yes,18-29,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Length,Yes,40-49,Female,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Banner,A desktop or laptop computer,Great Britain,Yes,Weekly,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,No,References,No,50-59,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,A few times a month,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Don't know,Don't know,Don't know,Disagree,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,A few times a month,Somewhat,Not at all,Not at all,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,50-59,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,A few times a month,Somewhat,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,Yes,Presentation,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Topic,No,60-69,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Don't know,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Disagree,Agree,Don't know,Agree,Disagree,Agree,Yes,References,No,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Yes,2-3 times,Don't know,Disagree,Don't know,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,No,2-3 times,Disagree,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,Yes,References,Yes,50-59,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Not at all,Not at all,Somewhat,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Topic,Yes,30-39,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Not at all,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Yes,This was the first time I saw the message,Don't know,Don't know,Agree,Agree,Don't know,Agree,Disagree,Don't know,No,References,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Topic,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,Presentation,Yes,50-59,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Disagree,Don't know,Agree,Agree,Don't know,Agree,Disagree,Agree,Yes,References,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,Not sure,Agree,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Don't know,No,Presentation,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Absolutely,Somewhat,Somewhat,Somewhat,Somewhat,Absolutely,Somewhat,Absolutely,Somewhat,Yes,2-3 times,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Presentation,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Somewhat,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Don't know,Disagree,Disagree,Agree,Don't know,Disagree,Agree,Yes,References,Yes,30-39,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Daily,Somewhat,Not at all,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Somewhat,Yes,Not sure,Don't know,Don't know,Disagree,Disagree,Don't know,Don't know,Don't know,Don't know,Yes,Topic,No,50-59,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Less than once a month,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Disagree,Disagree,Agree,Don't know,Agree,Agree,Disagree,Agree,No,References,Yes,18-29,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,10-15 times,Disagree,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,Yes,Presentation,Yes,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,No,70-79,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Topic,Yes,50-59,Male,"Yes, Iâ€™m interested; hereâ€™s my email address:"
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,4-9 times,Agree,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,Yes,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Not at all,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Don't know,Don't know,Disagree,Agree,Don't know,Agree,Disagree,Agree,Yes,References,No,80+,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Somewhat,Yes,2-3 times,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Agree,No,References,No,60-69,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,2-3 times,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Somewhat,Somewhat,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,2-3 times,Agree,Disagree,Disagree,Agree,Don't know,Agree,Disagree,Agree,No,References,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a day,Absolutely,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Not at all,I had never thought about it before,4-9 times,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Don't know,Agree,Yes,Presentation,Yes,18-29,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Disagree,Disagree,Don't know,Agree,Don't know,Agree,Disagree,Agree,No,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,I haven't seen one this year,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Agree,Yes,References,Yes,40-49,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,Not sure,Disagree,Disagree,Disagree,Agree,Don't know,Disagree,Agree,Agree,Yes,References,Yes,60-69,Female,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Presentation,Yes,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,References,No,70-79,Male,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Absolutely,Yes,This was the first time I saw the message,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Don't know,Yes,References,Yes,18-29,Non-binary,No thank you
Banner,A desktop or laptop computer,Great Britain,Yes,Several times a week,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Absolutely,Somewhat,Somewhat,Yes,2-3 times,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,References,Yes,40-49,Female,No thank you
